GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4cacdc1b
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x2a718139
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1518 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=transactionId name=transactionId type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=613 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=UPDATE name=UPDATE type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1526 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1520 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1512 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp DATA:transactionId=With name=With type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1512 notes=3 sig=0x429248b7
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp name=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=600 notes=2 sig=0x53280759
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=1 name=msgId type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=549 notes=4 sig=0x52bf0ac1
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=0 name=0 type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=10 name=10 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=100 name=100 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=1000 name=1000 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=101 name=101 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=11 name=11 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=12 name=12 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=1200 name=1200 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=13 name=13 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=14 name=14 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=15 name=15 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=16 name=16 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=17 name=17 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=18 name=18 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=19 name=19 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=20 name=20 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=21 name=21 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=22 name=22 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=223 name=223 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=23 name=23 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=24 name=24 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=25 name=25 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=26 name=26 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=27 name=27 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=28 name=28 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=29 name=29 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=30 name=30 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=31 name=31 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=32 name=32 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=33 name=33 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=34 name=34 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=35 name=35 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=36 name=36 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=37 name=37 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=38 name=38 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=39 name=39 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=4 name=4 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=40 name=40 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=41 name=41 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=42 name=42 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=43 name=43 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=44 name=44 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=45 name=45 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=456 name=456 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=46 name=46 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=47 name=47 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=48 name=48 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=49 name=49 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=5 name=5 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=50 name=50 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=500 name=500 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=5000 name=5000 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=51 name=51 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=52 name=52 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=53 name=53 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp DATA:msgId=54 name=54 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=467 notes=1 sig=0xff7fffff
